Benchmark finished!
|     |   batch |   q_seq_length |   kv_seq_length |   num_heads_q |   num_heads_kv |   head_dim | causal   | local   | use_sinks   |   page_size | provider   |     tflops |   bandwidth |         ms |
| 189 |      16 |            128 |            1024 |            16 |              8 |        512 | True     | False   | False       |         128 | flash_attn |  6.74325   |    32.926   |  10.1909   |
| 190 |      16 |            128 |            4096 |            16 |              8 |        512 | True     | False   | False       |           0 | flash_attn |  1.86425   |     7.73736 | 147.447    |
| 191 |      16 |            128 |            4096 |            16 |              8 |        512 | True     | False   | False       |         128 | flash_attn |  6.84469   |    28.4081  |  40.1593   |
| 192 |       1 |            128 |            1024 |            16 |              4 |         64 | False    | True    | True        |           0 | flash_attn |  7.43836   |    21.7921  |   0.072176 |
| 193 |       1 |            128 |            1024 |            16 |              4 |         64 | False    | True    | True        |         128 | flash_attn |  6.99488   |    20.4928  |   0.076752 |
| 194 |       1 |            128 |            4096 |            16 |              4 |         64 | False    | True    | True        |           0 | flash_attn |  8.18913   |    17.9937  |   0.262236 |
| 195 |       1 |            128 |            4096 |            16 |              4 |         64 | False    | True    | True        |         128 | flash_attn |  7.57896   |    16.653   |   0.283348 |
| 196 |       1 |            128 |            1024 |            16 |              8 |         64 | False    | True    | True        |           0 | flash_attn |  7.45986   |    36.4251  |   0.071968 |
| 197 |       1 |            128 |            1024 |            16 |              8 |         64 | False    | True    | True        |         128 | flash_attn |  7.033     |    34.3408  |   0.076336 |
| 198 |       1 |            128 |            4096 |            16 |              8 |         64 | False    | True    | True        |           0 | flash_attn |  8.19075   |    33.9948  |   0.262184 |
| 199 |       1 |            128 |            4096 |            16 |              8 |         64 | False    | True    | True        |         128 | flash_attn |  7.71921   |    32.0377  |   0.2782   |
| 200 |       1 |            128 |            1024 |            16 |              4 |        128 | False    | True    | True        |           0 | flash_attn | 19.8929    |    58.2801  |   0.053976 |
| 201 |       1 |            128 |            1024 |            16 |              4 |        128 | False    | True    | True        |         128 | flash_attn | 18.3709    |    53.821   |   0.058448 |
| 202 |       1 |            128 |            4096 |            16 |              4 |        128 | False    | True    | True        |           0 | flash_attn | 22.848     |    50.2031  |   0.18798  |
| 203 |       1 |            128 |            4096 |            16 |              4 |        128 | False    | True    | True        |         128 | flash_attn | 20.8785    |    45.8757  |   0.205712 |
| 204 |       1 |            128 |            1024 |            16 |              8 |        128 | False    | True    | True        |           0 | flash_attn | 19.298     |    94.2286  |   0.05564  |
| 205 |       1 |            128 |            1024 |            16 |              8 |        128 | False    | True    | True        |         128 | flash_attn | 17.8008    |    86.9178  |   0.06032  |
| 206 |       1 |            128 |            4096 |            16 |              8 |        128 | False    | True    | True        |           0 | flash_attn | 22.2061    |    92.1639  |   0.193414 |
| 207 |       1 |            128 |            4096 |            16 |              8 |        128 | False    | True    | True        |         128 | flash_attn | 20.6644    |    85.7652  |   0.207844 |
| 208 |       1 |            128 |            1024 |            16 |              4 |        256 | False    | True    | True        |           0 | flash_attn | 18.6026    |    54.4998  |   0.11544  |
| 209 |       1 |            128 |            1024 |            16 |              4 |        256 | False    | True    | True        |         128 | flash_attn | 18.5109    |    54.2311  |   0.116012 |
| 210 |       1 |            128 |            4096 |            16 |              4 |        256 | False    | True    | True        |           0 | flash_attn | 20.5692    |    45.1959  |   0.417612 |
| 211 |       1 |            128 |            4096 |            16 |              4 |        256 | False    | True    | True        |         128 | flash_attn | 20.5079    |    45.0613  |   0.41886  |
| 212 |       1 |            128 |            1024 |            16 |              8 |        256 | False    | True    | True        |           0 | flash_attn | 18.4695    |    90.183   |   0.116272 |
| 213 |       1 |            128 |            1024 |            16 |              8 |        256 | False    | True    | True        |         128 | flash_attn | 18.6194    |    90.9149  |   0.115336 |
| 214 |       1 |            128 |            4096 |            16 |              8 |        256 | False    | True    | True        |           0 | flash_attn | 20.8535    |    86.5502  |   0.411918 |
| 215 |       1 |            128 |            4096 |            16 |              8 |        256 | False    | True    | True        |         128 | flash_attn | 20.8865    |    86.687   |   0.411268 |
| 216 |       1 |            128 |            1024 |            16 |              4 |        512 | False    | True    | True        |           0 | flash_attn |  1.85623   |     5.43816 |   2.31382  |
| 217 |       1 |            128 |            1024 |            16 |              4 |        512 | False    | True    | True        |         128 | flash_attn |  1.84079   |     5.39295 |   2.33321  |
| 218 |       1 |            128 |            4096 |            16 |              4 |        512 | False    | True    | True        |           0 | flash_attn |  1.90585   |     4.18765 |   9.0143   |
| 219 |       1 |            128 |            4096 |            16 |              4 |        512 | False    | True    | True        |         128 | flash_attn |  1.89239   |     4.15809 |   9.07839  |
| 220 |       1 |            128 |            1024 |            16 |              8 |        512 | False    | True    | True        |           0 | flash_attn |  1.84075   |     8.98805 |   2.33327  |
| 221 |       1 |            128 |            1024 |            16 |              8 |        512 | False    | True    | True        |         128 | flash_attn |  1.82798   |     8.92569 |   2.34957  |
| 222 |       1 |            128 |            4096 |            16 |              8 |        512 | False    | True    | True        |           0 | flash_attn |  1.90371   |     7.90116 |   9.02439  |
| 223 |       1 |            128 |            4096 |            16 |              8 |        512 | False    | True    | True        |         128 | flash_attn |  1.88923   |     7.84102 |   9.0936   |
| 224 |       8 |            128 |            1024 |            16 |              4 |         64 | False    | True    | True        |           0 | flash_attn | 25.9408    |    75.9985  |   0.165568 |
| 225 |       8 |            128 |            1024 |            16 |              4 |         64 | False    | True    | True        |         128 | flash_attn | 24.5309    |    71.8679  |   0.175084 |
| 226 |       8 |            128 |            4096 |            16 |              4 |         64 | False    | True    | True        |           0 | flash_attn | 29.3126    |    64.4075  |   0.586092 |
| 227 |       8 |            128 |            4096 |            16 |              4 |         64 | False    | True    | True        |         128 | flash_attn | 27.9487    |    61.4108  |   0.614692 |
| 228 |       8 |            128 |            1024 |            16 |              8 |         64 | False    | True    | True        |           0 | flash_attn | 25.01      |   122.119   |   0.17173  |
| 229 |       8 |            128 |            1024 |            16 |              8 |         64 | False    | True    | True        |         128 | flash_attn | 24.3357    |   118.827   |   0.176488 |
| 230 |       8 |            128 |            4096 |            16 |              8 |         64 | False    | True    | True        |           0 | flash_attn | 29.4091    |   122.059   |   0.584168 |
| 231 |       8 |            128 |            4096 |            16 |              8 |         64 | False    | True    | True        |         128 | flash_attn | 27.8639    |   115.646   |   0.616564 |
| 232 |       8 |            128 |            1024 |            16 |              4 |        128 | False    | True    | True        |           0 | flash_attn | 34.2933    |   100.469   |   0.250484 |
| 233 |       8 |            128 |            1024 |            16 |              4 |        128 | False    | True    | True        |         128 | flash_attn | 32.9986    |    96.6756  |   0.260312 |
| 234 |       8 |            128 |            4096 |            16 |              4 |        128 | False    | True    | True        |           0 | flash_attn | 39.4262    |    86.6299  |   0.871494 |
| 235 |       8 |            128 |            4096 |            16 |              4 |        128 | False    | True    | True        |         128 | flash_attn | 37.1623    |    81.6554  |   0.924586 |
| 236 |       8 |            128 |            1024 |            16 |              8 |        128 | False    | True    | True        |           0 | flash_attn | 32.8183    |   160.246   |   0.261742 |
| 237 |       8 |            128 |            1024 |            16 |              8 |        128 | False    | True    | True        |         128 | flash_attn | 31.5672    |   154.137   |   0.272116 |
| 238 |       8 |            128 |            4096 |            16 |              8 |        128 | False    | True    | True        |           0 | flash_attn | 36.8545    |   152.961   |   0.932308 |
| 239 |       8 |            128 |            4096 |            16 |              8 |        128 | False    | True    | True        |         128 | flash_attn | 35.1891    |   146.049   |   0.97643  |
| 240 |       8 |            128 |            1024 |            16 |              4 |        256 | False    | True    | True        |           0 | flash_attn | 22.7004    |    66.5052  |   0.756808 |
| 241 |       8 |            128 |            1024 |            16 |              4 |        256 | False    | True    | True        |         128 | flash_attn | 22.4536    |    65.782   |   0.765128 |
| 242 |       8 |            128 |            4096 |            16 |              4 |        256 | False    | True    | True        |           0 | flash_attn | 23.9616    |    52.6499  |   2.8679   |
| 243 |       8 |            128 |            4096 |            16 |              4 |        256 | False    | True    | True        |         128 | flash_attn | 23.8549    |    52.4157  |   2.88072  |
| 244 |       8 |            128 |            1024 |            16 |              8 |        256 | False    | True    | True        |           0 | flash_attn | 23.0007    |   112.308   |   0.746928 |
| 245 |       8 |            128 |            1024 |            16 |              8 |        256 | False    | True    | True        |         128 | flash_attn | 23.0231    |   112.418   |   0.7462   |
| 246 |       8 |            128 |            4096 |            16 |              8 |        256 | False    | True    | True        |           0 | flash_attn | 24.4239    |   101.369   |   2.81362  |
| 247 |       8 |            128 |            4096 |            16 |              8 |        256 | False    | True    | True        |         128 | flash_attn | 24.4877    |   101.634   |   2.80628  |
| 248 |       8 |            128 |            1024 |            16 |              4 |        512 | False    | True    | True        |           0 | flash_attn |  1.95252   |     5.72028 |  17.5976   |
| 249 |       8 |            128 |            1024 |            16 |              4 |        512 | False    | True    | True        |         128 | flash_attn |  1.95174   |     5.71799 |  17.6047   |
| 250 |       8 |            128 |            4096 |            16 |              4 |        512 | False    | True    | True        |           0 | flash_attn |  1.94961   |     4.28381 |  70.4956   |
| 251 |       8 |            128 |            4096 |            16 |              4 |        512 | False    | True    | True        |         128 | flash_attn |  1.93964   |     4.2619  |  70.8581   |
| 252 |       8 |            128 |            1024 |            16 |              8 |        512 | False    | True    | True        |           0 | flash_attn |  1.94011   |     9.47322 |  17.7102   |
| 253 |       8 |            128 |            1024 |            16 |              8 |        512 | False    | True    | True        |         128 | flash_attn |  1.94056   |     9.47539 |  17.7061   |
| 254 |       8 |            128 |            4096 |            16 |              8 |        512 | False    | True    | True        |           0 | flash_attn |  1.93141   |     8.01612 |  71.1598   |
| 255 |       8 |            128 |            4096 |            16 |              8 |        512 | False    | True    | True        |         128 | flash_attn |  1.93626   |     8.03622 |  70.9818   |
| 256 |      16 |            128 |            1024 |            16 |              4 |         64 | False    | True    | True        |           0 | flash_attn | 27.0894    |    79.3634  |   0.317096 |
| 257 |      16 |            128 |            1024 |            16 |              4 |         64 | False    | True    | True        |         128 | flash_attn | 25.6388    |    75.1138  |   0.335036 |
| 258 |      16 |            128 |            4096 |            16 |              4 |         64 | False    | True    | True        |           0 | flash_attn | 30.4451    |    66.8959  |   1.12858  |
| 259 |      16 |            128 |            4096 |            16 |              4 |         64 | False    | True    | True        |         128 | flash_attn | 28.4788    |    62.5754  |   1.2065   |
| 260 |      16 |            128 |            1024 |            16 |              8 |         64 | False    | True    | True        |           0 | flash_attn | 27.1294    |   132.468   |   0.316628 |
| 261 |      16 |            128 |            1024 |            16 |              8 |         64 | False    | True    | True        |         128 | flash_attn | 26.1544    |   127.707   |   0.328432 |
| 262 |      16 |            128 |            4096 |            16 |              8 |         64 | False    | True    | True        |           0 | flash_attn | 30.121     |   125.014   |   1.14072  |
| 263 |      16 |            128 |            4096 |            16 |              8 |         64 | False    | True    | True        |         128 | flash_attn | 28.8191    |   119.61    |   1.19226  |
| 264 |      16 |            128 |            1024 |            16 |              4 |        128 | False    | True    | True        |           0 | flash_attn | 40.5079    |   118.675   |   0.424112 |
| 265 |      16 |            128 |            1024 |            16 |              4 |        128 | False    | True    | True        |         128 | flash_attn | 38.6728    |   113.299   |   0.444236 |
| 266 |      16 |            128 |            4096 |            16 |              4 |        128 | False    | True    | True        |           0 | flash_attn | 45.4586    |    99.8847  |   1.51169  |
| 267 |      16 |            128 |            4096 |            16 |              4 |        128 | False    | True    | True        |         128 | flash_attn | 42.6162    |    93.6391  |   1.61252  |
| 268 |      16 |            128 |            1024 |            16 |              8 |        128 | False    | True    | True        |           0 | flash_attn | 38.2099    |   186.572   |   0.449618 |
| 269 |      16 |            128 |            1024 |            16 |              8 |        128 | False    | True    | True        |         128 | flash_attn | 37.1884    |   181.584   |   0.461968 |
| 270 |      16 |            128 |            4096 |            16 |              8 |        128 | False    | True    | True        |           0 | flash_attn | 42.0708    |   174.61    |   1.63342  |
| 271 |      16 |            128 |            4096 |            16 |              8 |        128 | False    | True    | True        |         128 | flash_attn | 40.4063    |   167.702   |   1.70071  |
| 272 |      16 |            128 |            1024 |            16 |              4 |        256 | False    | True    | True        |           0 | flash_attn | 24.7273    |    72.4434  |   1.38954  |
| 273 |      16 |            128 |            1024 |            16 |              4 |        256 | False    | True    | True        |         128 | flash_attn | 24.5277    |    71.8585  |   1.40085  |
| 274 |      16 |            128 |            4096 |            16 |              4 |        256 | False    | True    | True        |           0 | flash_attn | 25.891     |    56.8894  |   5.30837  |
| 275 |      16 |            128 |            4096 |            16 |              4 |        256 | False    | True    | True        |         128 | flash_attn | 25.8195    |    56.7324  |   5.32306  |
| 276 |      16 |            128 |            1024 |            16 |              8 |        256 | False    | True    | True        |           0 | flash_attn | 25.0043    |   122.091   |   1.37415  |
| 277 |      16 |            128 |            1024 |            16 |              8 |        256 | False    | True    | True        |         128 | flash_attn | 25.1003    |   122.56    |   1.3689   |
| 278 |      16 |            128 |            4096 |            16 |              8 |        256 | False    | True    | True        |           0 | flash_attn | 26.1557    |   108.556   |   5.25465  |
| 279 |      16 |            128 |            4096 |            16 |              8 |        256 | False    | True    | True        |         128 | flash_attn | 26.4118    |   109.619   |   5.20369  |
| 280 |      16 |            128 |            1024 |            16 |              4 |        512 | False    | True    | True        |           0 | flash_attn |  1.9874    |     5.82245 |  34.5777   |
| 281 |      16 |            128 |            1024 |            16 |              4 |        512 | False    | True    | True        |         128 | flash_attn |  1.99405   |     5.84194 |  34.4623   |
| 282 |      16 |            128 |            4096 |            16 |              4 |        512 | False    | True    | True        |           0 | flash_attn |  1.99056   |     4.37379 | 138.091    |
| 283 |      16 |            128 |            4096 |            16 |              4 |        512 | False    | True    | True        |         128 | flash_attn |  1.97395   |     4.3373  | 139.252    |
| 284 |      16 |            128 |            1024 |            16 |              8 |        512 | False    | True    | True        |           0 | flash_attn |  1.9681    |     9.60987 |  34.9166   |
| 285 |      16 |            128 |            1024 |            16 |              8 |        512 | False    | True    | True        |         128 | flash_attn |  1.98137   |     9.67468 |  34.6827   |
| 286 |      16 |            128 |            4096 |            16 |              8 |        512 | False    | True    | True        |           0 | flash_attn |  1.98048   |     8.21977 | 138.793    |
| 287 |      16 |            128 |            4096 |            16 |              8 |        512 | False    | True    | True        |         128 | flash_attn |  1.97478   |     8.19612 | 139.194    |
| 288 |       1 |            128 |            1024 |            16 |              4 |         64 | False    | True    | False       |           0 | flash_attn |  7.47606   |    21.9025  |   0.071812 |
| 289 |       1 |            128 |            1024 |            16 |              4 |         64 | False    | True    | False       |         128 | flash_attn |  7.1105    |    20.8315  |   0.075504 |
| 290 |       1 |            128 |            4096 |            16 |              4 |         64 | False    | True    | False       |           0 | flash_attn |  8.19725   |    18.0115  |   0.261976 |
| 291 |       1 |            128 |            4096 |            16 |              4 |         64 | False    | True    | False       |         128 | flash_attn |  7.79939   |    17.1373  |   0.27534  |
| 292 |       1 |            128 |            1024 |            16 |              8 |         64 | False    | True    | False       |           0 | flash_attn |  7.49234   |    36.5837  |   0.071656 |
| 293 |       1 |            128 |            1024 |            16 |              8 |         64 | False    | True    | False       |         128 | flash_attn |  7.1105    |    34.7192  |   0.075504 |
| 294 |       1 |            128 |            4096 |            16 |              8 |         64 | False    | True    | False       |           0 | flash_attn |  8.23485   |    34.1778  |   0.26078  |
| 295 |       1 |            128 |            4096 |            16 |              8 |         64 | False    | True    | False       |         128 | flash_attn |  7.86025   |    32.6231  |   0.273208 |
| 296 |       1 |            128 |            1024 |            16 |              4 |        128 | False    | True    | False       |           0 | flash_attn | 19.9314    |    58.3926  |   0.053872 |
| 297 |       1 |            128 |            1024 |            16 |              4 |        128 | False    | True    | False       |         128 | flash_attn | 18.322     |    53.6777  |   0.058604 |
| 298 |       1 |            128 |            4096 |            16 |              4 |        128 | False    | True    | False       |           0 | flash_attn | 23.4048    |    51.4266  |   0.183508 |
| 299 |       1 |            128 |            4096 |            16 |              4 |        128 | False    | True    | False       |         128 | flash_attn | 21.4144    |    47.0532  |   0.200564 |
| 300 |       1 |            128 |            1024 |            16 |              8 |        128 | False    | True    | False       |           0 | flash_attn | 19.3523    |    94.4935  |   0.055484 |
| 301 |       1 |            128 |            1024 |            16 |              8 |        128 | False    | True    | False       |         128 | flash_attn | 17.8778    |    87.294   |   0.06006  |
| 302 |       1 |            128 |            4096 |            16 |              8 |        128 | False    | True    | False       |           0 | flash_attn | 22.3533    |    92.775   |   0.19214  |
| 303 |       1 |            128 |            4096 |            16 |              8 |        128 | False    | True    | False       |         128 | flash_attn | 20.2888    |    84.2063  |   0.211692 |
| 304 |       1 |            128 |            1024 |            16 |              4 |        256 | False    | True    | False       |           0 | flash_attn | 18.8402    |    55.196   |   0.113984 |
| 305 |       1 |            128 |            1024 |            16 |              4 |        256 | False    | True    | False       |         128 | flash_attn | 18.5026    |    54.2068  |   0.116064 |
| 306 |       1 |            128 |            4096 |            16 |              4 |        256 | False    | True    | False       |           0 | flash_attn | 21.0475    |    46.2469  |   0.408122 |
| 307 |       1 |            128 |            4096 |            16 |              4 |        256 | False    | True    | False       |         128 | flash_attn | 20.4825    |    45.0054  |   0.41938  |
| 308 |       1 |            128 |            1024 |            16 |              8 |        256 | False    | True    | False       |           0 | flash_attn | 18.8402    |    91.9933  |   0.113984 |
| 309 |       1 |            128 |            1024 |            16 |              8 |        256 | False    | True    | False       |         128 | flash_attn | 18.6362    |    90.9969  |   0.115232 |
| 310 |       1 |            128 |            4096 |            16 |              8 |        256 | False    | True    | False       |           0 | flash_attn | 21.1811    |    87.9097  |   0.405548 |
| 311 |       1 |            128 |            4096 |            16 |              8 |        256 | False    | True    | False       |         128 | flash_attn | 20.8167    |    86.3975  |   0.412646 |
| 312 |       1 |            128 |            1024 |            16 |              4 |        512 | False    | True    | False       |           0 | flash_attn |  1.85144   |     5.42414 |   2.3198   |
| 313 |       1 |            128 |            1024 |            16 |              4 |        512 | False    | True    | False       |         128 | flash_attn |  1.84788   |     5.4137  |   2.32427  |
| 314 |       1 |            128 |            4096 |            16 |              4 |        512 | False    | True    | False       |           0 | flash_attn |  1.92338   |     4.22618 |   8.93212  |
| 315 |       1 |            128 |            4096 |            16 |              4 |        512 | False    | True    | False       |         128 | flash_attn |  1.90548   |     4.18685 |   9.01602  |
| 316 |       1 |            128 |            1024 |            16 |              8 |        512 | False    | True    | False       |           0 | flash_attn |  1.84036   |     8.98615 |   2.33376  |
| 317 |       1 |            128 |            1024 |            16 |              8 |        512 | False    | True    | False       |         128 | flash_attn |  1.83291   |     8.94976 |   2.34325  |
| 318 |       1 |            128 |            4096 |            16 |              8 |        512 | False    | True    | False       |           0 | flash_attn |  1.89693   |     7.87301 |   9.05666  |
| 319 |       1 |            128 |            4096 |            16 |              8 |        512 | False    | True    | False       |         128 | flash_attn |  1.88833   |     7.8373  |   9.09792  |
| 320 |       8 |            128 |            1024 |            16 |              4 |         64 | False    | True    | False       |           0 | flash_attn | 25.9571    |    76.0462  |   0.165464 |
| 321 |       8 |            128 |            1024 |            16 |              4 |         64 | False    | True    | False       |         128 | flash_attn | 24.9911    |    73.2161  |   0.17186  |
| 322 |       8 |            128 |            4096 |            16 |              4 |         64 | False    | True    | False       |           0 | flash_attn | 29.3308    |    64.4476  |   0.585728 |
| 323 |       8 |            128 |            4096 |            16 |              4 |         64 | False    | True    | False       |         128 | flash_attn | 28.3712    |    62.339   |   0.60554  |
| 324 |       8 |            128 |            1024 |            16 |              8 |         64 | False    | True    | False       |           0 | flash_attn | 25.0745    |   122.434   |   0.171288 |
| 325 |       8 |            128 |            1024 |            16 |              8 |         64 | False    | True    | False       |         128 | flash_attn | 24.5747    |   119.994   |   0.174772 |
| 326 |       8 |            128 |            4096 |            16 |              8 |         64 | False    | True    | False       |           0 | flash_attn | 29.1419    |   120.95    |   0.589524 |
| 327 |       8 |            128 |            4096 |            16 |              8 |         64 | False    | True    | False       |         128 | flash_attn | 28.3298    |   117.58    |   0.606424 |
| 328 |       8 |            128 |            1024 |            16 |              4 |        128 | False    | True    | False       |           0 | flash_attn | 34.6167    |   101.416   |   0.248144 |
| 329 |       8 |            128 |            1024 |            16 |              4 |        128 | False    | True    | False       |         128 | flash_attn | 32.6529    |    95.6628  |   0.263068 |
| 330 |       8 |            128 |            4096 |            16 |              4 |        128 | False    | True    | False       |           0 | flash_attn | 40.3102    |    88.5721  |   0.852384 |
| 331 |       8 |            128 |            4096 |            16 |              4 |        128 | False    | True    | False       |         128 | flash_attn | 37.3387    |    82.043   |   0.920218 |
| 332 |       8 |            128 |            1024 |            16 |              8 |        128 | False    | True    | False       |           0 | flash_attn | 32.5821    |   159.092   |   0.26364  |
| 333 |       8 |            128 |            1024 |            16 |              8 |        128 | False    | True    | False       |         128 | flash_attn | 31.7065    |   154.817   |   0.27092  |
| 334 |       8 |            128 |            4096 |            16 |              8 |        128 | False    | True    | False       |           0 | flash_attn | 36.4439    |   151.256   |   0.942812 |
| 335 |       8 |            128 |            4096 |            16 |              8 |        128 | False    | True    | False       |         128 | flash_attn | 35.6015    |   147.76    |   0.96512  |
| 336 |       8 |            128 |            1024 |            16 |              4 |        256 | False    | True    | False       |           0 | flash_attn | 23.0376    |    67.4929  |   0.745732 |
| 337 |       8 |            128 |            1024 |            16 |              4 |        256 | False    | True    | False       |         128 | flash_attn | 22.4949    |    65.9029  |   0.763724 |
| 338 |       8 |            128 |            4096 |            16 |              4 |        256 | False    | True    | False       |           0 | flash_attn | 24.609     |    54.0725  |   2.79245  |
| 339 |       8 |            128 |            4096 |            16 |              4 |        256 | False    | True    | False       |         128 | flash_attn | 23.8021    |    52.2995  |   2.88712  |
| 340 |       8 |            128 |            1024 |            16 |              8 |        256 | False    | True    | False       |           0 | flash_attn | 23.4123    |   114.318   |   0.733798 |
| 341 |       8 |            128 |            1024 |            16 |              8 |        256 | False    | True    | False       |         128 | flash_attn | 23.044     |   112.52    |   0.745524 |
| 342 |       8 |            128 |            4096 |            16 |              8 |        256 | False    | True    | False       |           0 | flash_attn | 24.8857    |   103.285   |   2.76141  |
| 343 |       8 |            128 |            4096 |            16 |              8 |        256 | False    | True    | False       |         128 | flash_attn | 24.4248    |   101.372   |   2.81351  |
| 344 |       8 |            128 |            1024 |            16 |              4 |        512 | False    | True    | False       |           0 | flash_attn |  1.95839   |     5.73748 |  17.5449   |
| 345 |       8 |            128 |            1024 |            16 |              4 |        512 | False    | True    | False       |         128 | flash_attn |  1.95416   |     5.72508 |  17.5829   |
| 346 |       8 |            128 |            4096 |            16 |              4 |        512 | False    | True    | False       |           0 | flash_attn |  1.94705   |     4.27819 |  70.5882   |
| 347 |       8 |            128 |            4096 |            16 |              4 |        512 | False    | True    | False       |         128 | flash_attn |  1.95885   |     4.30412 |  70.163    |
| 348 |       8 |            128 |            1024 |            16 |              8 |        512 | False    | True    | False       |           0 | flash_attn |  1.94423   |     9.49331 |  17.6727   |
| 349 |       8 |            128 |            1024 |            16 |              8 |        512 | False    | True    | False       |         128 | flash_attn |  1.94169   |     9.48093 |  17.6958   |
| 350 |       8 |            128 |            4096 |            16 |              8 |        512 | False    | True    | False       |           0 | flash_attn |  1.96847   |     8.16993 |  69.8201   |
| 351 |       8 |            128 |            4096 |            16 |              8 |        512 | False    | True    | False       |         128 | flash_attn |  1.93433   |     8.02824 |  71.0523   |
| 352 |      16 |            128 |            1024 |            16 |              4 |         64 | False    | True    | False       |           0 | flash_attn | 27.1294    |    79.4807  |   0.316628 |
| 353 |      16 |            128 |            1024 |            16 |              4 |         64 | False    | True    | False       |         128 | flash_attn | 26.4052    |    77.359   |   0.325312 |
| 354 |      16 |            128 |            4096 |            16 |              4 |         64 | False    | True    | False       |           0 | flash_attn | 30.366     |    66.7222  |   1.13152  |
| 355 |      16 |            128 |            4096 |            16 |              4 |         64 | False    | True    | False       |         128 | flash_attn | 29.0689    |    63.872   |   1.18201  |
| 356 |      16 |            128 |            1024 |            16 |              8 |         64 | False    | True    | False       |           0 | flash_attn | 27.1383    |   132.511   |   0.316524 |
| 357 |      16 |            128 |            1024 |            16 |              8 |         64 | False    | True    | False       |         128 | flash_attn | 26.1979    |   127.92    |   0.327886 |
| 358 |      16 |            128 |            4096 |            16 |              8 |         64 | False    | True    | False       |           0 | flash_attn | 29.9721    |   124.396   |   1.14639  |
| 359 |      16 |            128 |            4096 |            16 |              8 |         64 | False    | True    | False       |         128 | flash_attn | 28.9866    |   120.306   |   1.18537  |
| 360 |      16 |            128 |            1024 |            16 |              4 |        128 | False    | True    | False       |           0 | flash_attn | 40.1876    |   117.737   |   0.427492 |
| 361 |      16 |            128 |            1024 |            16 |              4 |        128 | False    | True    | False       |         128 | flash_attn | 38.9854    |   114.215   |   0.440674 |
| 362 |      16 |            128 |            4096 |            16 |              4 |        128 | False    | True    | False       |           0 | flash_attn | 44.5124    |    97.8055  |   1.54383  |
| 363 |      16 |            128 |            4096 |            16 |              4 |        128 | False    | True    | False       |         128 | flash_attn | 42.5011    |    93.3861  |   1.61689  |
| 364 |      16 |            128 |            1024 |            16 |              8 |        128 | False    | True    | False       |           0 | flash_attn | 38.7772    |   189.342   |   0.44304  |
| 365 |      16 |            128 |            1024 |            16 |              8 |        128 | False    | True    | False       |         128 | flash_attn | 37.5349    |   183.276   |   0.457704 |
| 366 |      16 |            128 |            4096 |            16 |              8 |        128 | False    | True    | False       |           0 | flash_attn | 41.3954    |   171.807   |   1.66007  |
| 367 |      16 |            128 |            4096 |            16 |              8 |        128 | False    | True    | False       |         128 | flash_attn | 40.7892    |   169.291   |   1.68475  |
| 368 |      16 |            128 |            1024 |            16 |              4 |        256 | False    | True    | False       |           0 | flash_attn | 25.0869    |    73.4968  |   1.36963  |
| 369 |      16 |            128 |            1024 |            16 |              4 |        256 | False    | True    | False       |         128 | flash_attn | 24.5747    |    71.9962  |   1.39818  |
| 370 |      16 |            128 |            4096 |            16 |              4 |        256 | False    | True    | False       |           0 | flash_attn | 26.2362    |    57.6478  |   5.23853  |
| 371 |      16 |            128 |            4096 |            16 |              4 |        256 | False    | True    | False       |         128 | flash_attn | 25.7926    |    56.6732  |   5.32862  |
| 372 |      16 |            128 |            1024 |            16 |              8 |        256 | False    | True    | False       |           0 | flash_attn | 25.4787    |   124.408   |   1.34857  |
| 373 |      16 |            128 |            1024 |            16 |              8 |        256 | False    | True    | False       |         128 | flash_attn | 25.0917    |   122.518   |   1.36937  |
| 374 |      16 |            128 |            4096 |            16 |              8 |        256 | False    | True    | False       |           0 | flash_attn | 26.4229    |   109.665   |   5.20151  |
| 375 |      16 |            128 |            4096 |            16 |              8 |        256 | False    | True    | False       |         128 | flash_attn | 25.925     |   107.599   |   5.3014   |
| 376 |      16 |            128 |            1024 |            16 |              4 |        512 | False    | True    | False       |           0 | flash_attn |  1.99948   |     5.85785 |  34.3687   |
| 377 |      16 |            128 |            1024 |            16 |              4 |        512 | False    | True    | False       |         128 | flash_attn |  2.00026   |     5.86014 |  34.3553   |
| 378 |      16 |            128 |            4096 |            16 |              4 |        512 | False    | True    | False       |           0 | flash_attn |  1.98816   |     4.36852 | 138.257    |
| 379 |      16 |            128 |            4096 |            16 |              4 |        512 | False    | True    | False       |         128 | flash_attn |  1.9894    |     4.37124 | 138.171    |
| 380 |      16 |            128 |            1024 |            16 |              8 |        512 | False    | True    | False       |           0 | flash_attn |  1.99058   |     9.71964 |  34.5223   |
| 381 |      16 |            128 |            1024 |            16 |              8 |        512 | False    | True    | False       |         128 | flash_attn |  1.98535   |     9.6941  |  34.6133   |
| 382 |      16 |            128 |            4096 |            16 |              8 |        512 | False    | True    | False       |           0 | flash_attn |  1.98444   |     8.2362  | 138.517    |
| 383 |      16 |            128 |            4096 |            16 |              8 |        512 | False    | True    | False       |         128 | flash_attn |  1.98209   |     8.22647 | 138.681    |
| 384 |       1 |            128 |            1024 |            16 |              4 |         64 | False    | False   | True        |           0 | flash_attn | 10.3244    |    30.2474  |   0.052    |
| 385 |       1 |            128 |            1024 |            16 |              4 |         64 | False    | False   | True        |         128 | flash_attn |  9.68522   |    28.3747  |   0.055432 |
